ID_venta,Fecha_venta,Marca,Modelo,Tipo,Capacidad_kg,Altura_m,Precio_USD,Provincia,Cliente_tipo,Año_fabricación,Horas_uso,Estado,Método_pago,Vendedor
VENT00350,2023-07-30,Yale,ERP030,eléctrico,3500.0,5.1,27797.24,Córdoba,empresa,2022,0.0,nuevo,crédito,Grupo Industrial SA
VENT00351,2025-08-06,Hyster,S120FT,gas,3500.0,4.7,18886.85,Santa Fe,particular,2024,0.0,nuevo,crédito,Forklift Solutions
VENT00352,2023-10-22,Toyota,7FBEU18,eléctrico,4000.0,4.1,13497.67,Tucumán,distribuidor,2021,4927.0,reacondicionado,contado,Autoelevadores Norte
VENT00353,2025-01-28,Toyota,7FBEU18,diésel,3000.0,,35916.25,Tucumán,empresa,2023,3042.0,reacondicionado,contado,Autoelevadores Norte
VENT00354,2024-01-15,Hyster,H50XT,eléctrico,2000.0,4.9,19484.41,Córdoba,particular,2023,,reacondicionado,contado,Potencia SRL
VENT00355,2024-04-05,Toyota,7FBEU18,diésel,4000.0,2.9,19781.65,Mendoza,particular,2023,956.0,reacondicionado,leasing,Potencia SRL
VENT00356,2025-02-11,Linde,E16,eléctrico,1500.0,,20830.49,Tucumán,empresa,2024,2124.0,usado,contado,Logística Sur
VENT00357,2022-11-18,Hyster,J40XN,diésel,2500.0,5.8,10255.44,Córdoba,empresa,2024,2977.0,usado,contado,Logística Sur
VENT00358,2025-09-07,Yale,ERP030,diésel,3500.0,3.6,21176.21,Santa Fe,distribuidor,2021,643.0,reacondicionado,leasing,Forklift Solutions
VENT00359,2025-04-14,Toyota,TX30,diésel,2000.0,3.5,21162.75,Córdoba,distribuidor,2023,355.0,usado,crédito,Logística Sur
VENT00360,2025-06-28,Crown,SC 6000,eléctrico,,3.1,,Córdoba,empresa,2022,,nuevo,crédito,Potencia SRL
VENT00361,2024-10-21,Hyster,J40XN,eléctrico,3500.0,4.6,30587.66,Santa Fe,distribuidor,2022,278.0,reacondicionado,contado,Grupo Industrial SA
VENT00362,2025-06-10,Crown,SC 6000,gas,2000.0,2.9,25030.17,Córdoba,particular,2024,4142.0,reacondicionado,crédito,Potencia SRL
VENT00363,2024-08-26,Toyota,TX30,eléctrico,,5.7,32454.79,Tucumán,particular,2023,0.0,nuevo,leasing,Autoelevadores Norte
VENT00364,2025-06-04,Linde,E30,gas,4000.0,5.7,,Chubut,empresa,2021,3698.0,reacondicionado,crédito,Autoelevadores Norte
VENT00365,2024-07-21,Yale,GDP25UX,diésel,4000.0,3.6,24874.54,Mendoza,distribuidor,2023,3173.0,usado,contado,Logística Sur
VENT00366,2024-04-14,Crown,RC 5500,diésel,3000.0,5.3,26287.43,Buenos Aires,particular,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00367,2024-12-27,Toyota,TX30,eléctrico,4000.0,5.7,23474.77,Tucumán,empresa,2023,0.0,nuevo,leasing,Grupo Industrial SA
VENT00368,2023-06-17,Hyster,S120FT,diésel,2500.0,,21841.2,Tucumán,empresa,2021,3225.0,usado,contado,Logística Sur
VENT00369,2023-08-02,Toyota,TX30,eléctrico,2000.0,4.5,22858.13,Buenos Aires,empresa,2023,1938.0,usado,crédito,Autoelevadores Norte
VENT00370,2024-04-19,Linde,E30,diésel,4000.0,4.8,,Salta,particular,2024,4243.0,usado,contado,Forklift Solutions
VENT00371,2025-03-14,Hyster,H50XT,eléctrico,2000.0,2.9,27243.53,Córdoba,particular,2024,3785.0,reacondicionado,contado,Potencia SRL
VENT00372,2023-12-10,Crown,RC 5500,diésel,4000.0,4.3,17055.01,Santa Fe,particular,2023,,usado,crédito,Potencia SRL
VENT00373,2022-09-27,Crown,FC 5200,diésel,2500.0,4.4,31733.05,Tucumán,particular,2021,4796.0,reacondicionado,leasing,Potencia SRL
VENT00374,2023-04-17,Linde,H25D,diésel,1500.0,5.7,23004.33,Tucumán,distribuidor,2021,2892.0,usado,contado,Autoelevadores Norte
VENT00375,2023-05-06,Crown,FC 5200,gas,2000.0,4.5,25395.96,Buenos Aires,empresa,2021,0.0,nuevo,crédito,Grupo Industrial SA
VENT00376,2023-11-09,Crown,RC 5500,eléctrico,3000.0,5.1,28950.69,Tucumán,particular,2023,2263.0,usado,leasing,Logística Sur
VENT00377,2024-02-13,Crown,SC 6000,diésel,2500.0,3.7,30146.52,Tucumán,empresa,2023,1358.0,reacondicionado,crédito,Autoelevadores Norte
VENT00378,2024-02-20,Linde,H25D,gas,4000.0,,12435.01,Mendoza,particular,2022,3821.0,reacondicionado,crédito,Logística Sur
VENT00379,2024-04-06,Toyota,TX30,gas,2000.0,4.4,23344.77,Tucumán,distribuidor,2023,0.0,nuevo,crédito,Autoelevadores Norte
VENT00380,2023-02-06,Hyster,J40XN,diésel,1500.0,4.4,32041.43,Tucumán,distribuidor,2023,2720.0,usado,crédito,Grupo Industrial SA
VENT00381,2024-02-21,Yale,GLC050,eléctrico,,,11415.15,Tucumán,particular,2023,3749.0,usado,contado,Autoelevadores Norte
VENT00382,2025-05-04,Hyster,H50XT,gas,1500.0,,28098.24,Neuquén,particular,2021,0.0,nuevo,leasing,Grupo Industrial SA
VENT00383,2022-11-08,Yale,ERP030,eléctrico,4000.0,3.1,,Córdoba,particular,2024,2265.0,usado,contado,Grupo Industrial SA
VENT00384,2022-11-17,Toyota,8FGCU25,diésel,3500.0,4.8,16819.95,Tucumán,empresa,2023,2872.0,reacondicionado,crédito,Forklift Solutions
VENT00385,2023-11-06,Toyota,7FBEU18,gas,2000.0,4.0,25309.04,Buenos Aires,particular,2024,0.0,nuevo,leasing,Forklift Solutions
VENT00386,2023-05-26,Toyota,7FBEU18,eléctrico,1500.0,5.4,11746.28,Salta,empresa,2022,4529.0,reacondicionado,crédito,Forklift Solutions
VENT00387,2023-05-04,Yale,ERP030,eléctrico,,3.8,17115.91,Tucumán,particular,2023,1976.0,reacondicionado,contado,Grupo Industrial SA
VENT00388,2025-03-08,Toyota,TX30,gas,2500.0,5.6,13225.32,Santa Fe,empresa,2021,1432.0,usado,contado,Forklift Solutions
VENT00389,2023-12-07,Hyster,S120FT,eléctrico,3000.0,3.9,,Salta,distribuidor,2023,230.0,usado,leasing,Grupo Industrial SA
VENT00390,2024-03-27,Linde,H25D,diésel,1500.0,6.0,26313.82,Salta,distribuidor,2021,3056.0,reacondicionado,contado,Forklift Solutions
VENT00391,2024-05-19,Crown,FC 5200,gas,,5.8,29538.32,Córdoba,distribuidor,2021,3030.0,reacondicionado,crédito,Autoelevadores Norte
VENT00392,2025-01-13,Yale,GDP25UX,diésel,3000.0,3.8,23218.6,Salta,empresa,2023,1569.0,reacondicionado,crédito,Grupo Industrial SA
VENT00393,2023-04-03,Linde,H25D,diésel,4000.0,3.7,22172.55,Santa Fe,distribuidor,2022,0.0,nuevo,leasing,Logística Sur
VENT00394,2023-12-13,Crown,SC 6000,gas,3500.0,5.0,,Buenos Aires,distribuidor,2022,0.0,nuevo,crédito,Potencia SRL
VENT00395,2023-03-11,Toyota,TX30,diésel,2500.0,4.7,22665.3,Mendoza,distribuidor,2021,1978.0,reacondicionado,leasing,Logística Sur
VENT00396,2024-09-25,Yale,GLC050,diésel,3000.0,5.8,18908.06,Buenos Aires,distribuidor,2022,,nuevo,crédito,Grupo Industrial SA
VENT00397,2023-09-21,Crown,RC 5500,diésel,,4.5,31863.39,Neuquén,empresa,2022,0.0,nuevo,crédito,Autoelevadores Norte
VENT00398,2022-11-27,Yale,ERP030,gas,2000.0,3.6,34128.81,Buenos Aires,distribuidor,2022,0.0,nuevo,crédito,Grupo Industrial SA
VENT00399,2024-01-05,Linde,E30,diésel,4000.0,3.3,36732.63,Buenos Aires,empresa,2024,0.0,nuevo,crédito,Potencia SRL
VENT00400,2023-06-19,Crown,FC 5200,eléctrico,3000.0,4.5,31820.42,Chubut,distribuidor,2024,1206.0,usado,leasing,Potencia SRL
VENT00401,2024-12-04,Yale,GLC050,diésel,2500.0,3.6,20210.77,Santa Fe,distribuidor,2024,0.0,nuevo,leasing,Potencia SRL
VENT00402,2023-01-02,Hyster,J40XN,eléctrico,4000.0,3.1,16072.82,Chubut,empresa,2024,0.0,nuevo,crédito,Logística Sur
VENT00403,2023-12-28,Toyota,8FGCU25,diésel,2000.0,3.0,31133.31,Mendoza,distribuidor,2022,0.0,nuevo,contado,Potencia SRL
VENT00404,2024-06-01,Crown,FC 5200,eléctrico,1500.0,2.9,27850.34,Tucumán,particular,2023,0.0,nuevo,contado,Autoelevadores Norte
VENT00405,2024-02-06,Crown,SC 6000,eléctrico,3000.0,3.4,10851.69,Tucumán,empresa,2021,,nuevo,leasing,Logística Sur
VENT00406,2023-12-22,Crown,SC 6000,diésel,4000.0,,27843.85,Mendoza,empresa,2024,785.0,reacondicionado,leasing,Autoelevadores Norte
VENT00407,2024-06-19,Hyster,H50XT,eléctrico,2000.0,3.9,31516.16,Salta,empresa,2023,4329.0,reacondicionado,leasing,Grupo Industrial SA
VENT00408,2023-03-01,Toyota,7FBEU18,gas,2000.0,3.2,25471.4,Neuquén,empresa,2021,780.0,usado,leasing,Autoelevadores Norte
VENT00409,2023-02-15,Hyster,J40XN,gas,4000.0,4.8,23519.57,Neuquén,empresa,2023,0.0,nuevo,leasing,Forklift Solutions
VENT00410,2025-02-01,Linde,E16,gas,4000.0,5.9,18538.81,Mendoza,distribuidor,2024,0.0,nuevo,contado,Grupo Industrial SA
VENT00411,2024-09-30,Crown,SC 6000,diésel,4000.0,5.3,13427.72,Córdoba,particular,2023,2827.0,reacondicionado,leasing,Forklift Solutions
VENT00412,2024-09-19,Yale,GLC050,eléctrico,3500.0,2.7,31402.38,Córdoba,distribuidor,2024,,usado,crédito,Autoelevadores Norte
VENT00413,2024-02-19,Toyota,7FBEU18,diésel,1500.0,3.3,22527.08,Tucumán,particular,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00414,2024-02-29,Linde,E16,eléctrico,2000.0,3.0,23132.27,Buenos Aires,distribuidor,2024,2026.0,reacondicionado,contado,Forklift Solutions
VENT00415,2023-03-26,Crown,FC 5200,diésel,2000.0,5.0,38861.77,Córdoba,distribuidor,2024,0.0,nuevo,leasing,Logística Sur
VENT00416,2024-09-27,Linde,H25D,eléctrico,3000.0,4.8,30476.01,Mendoza,particular,2024,0.0,nuevo,crédito,Logística Sur
VENT00417,2023-03-13,Hyster,H50XT,gas,3500.0,4.4,27966.6,Córdoba,empresa,2023,4735.0,reacondicionado,contado,Autoelevadores Norte
VENT00418,2025-09-04,Yale,GDP25UX,diésel,2000.0,3.5,26136.49,Salta,empresa,2023,3593.0,usado,leasing,Potencia SRL
VENT00419,2024-10-26,Toyota,7FBEU18,eléctrico,1500.0,3.9,37159.96,Tucumán,distribuidor,2023,4653.0,reacondicionado,contado,Logística Sur
VENT00420,2024-07-07,Linde,E30,eléctrico,2500.0,2.7,38756.71,Salta,particular,2021,214.0,usado,leasing,Potencia SRL
VENT00421,2022-11-11,Toyota,TX30,gas,3500.0,3.9,32436.04,Tucumán,empresa,2021,,nuevo,contado,Potencia SRL
VENT00422,2023-12-26,Hyster,H50XT,diésel,3500.0,5.7,29657.8,Neuquén,empresa,2021,4097.0,usado,contado,Forklift Solutions
VENT00423,2024-02-16,Yale,GLC050,gas,3000.0,2.7,8243.18,Mendoza,empresa,2022,4121.0,reacondicionado,crédito,Potencia SRL
VENT00424,2025-08-16,Hyster,S120FT,eléctrico,3500.0,6.0,25989.78,Neuquén,empresa,2024,1237.0,usado,crédito,Logística Sur
VENT00425,2023-05-13,Crown,SC 6000,gas,3000.0,4.6,,Neuquén,distribuidor,2022,2548.0,usado,crédito,Autoelevadores Norte
VENT00426,2023-05-30,Hyster,S120FT,diésel,,3.5,,Neuquén,distribuidor,2023,1801.0,usado,crédito,Autoelevadores Norte
VENT00427,2025-05-14,Hyster,H50XT,eléctrico,,5.8,32544.37,Santa Fe,distribuidor,2022,3907.0,usado,crédito,Potencia SRL
VENT00428,2025-02-06,Linde,H25D,eléctrico,3500.0,5.8,3082.58,Chubut,particular,2021,1087.0,reacondicionado,crédito,Grupo Industrial SA
VENT00429,2024-04-19,Yale,ERP030,eléctrico,1500.0,4.6,,Buenos Aires,distribuidor,2024,0.0,nuevo,crédito,Logística Sur
VENT00430,2025-06-02,Toyota,8FGCU25,diésel,4000.0,5.8,27159.23,Buenos Aires,empresa,2021,0.0,nuevo,leasing,Potencia SRL
VENT00431,2023-01-27,Hyster,H50XT,gas,2500.0,4.0,21265.24,Tucumán,distribuidor,2022,2306.0,usado,leasing,Forklift Solutions
VENT00432,2022-12-25,Hyster,H50XT,eléctrico,4000.0,2.6,13664.75,Tucumán,distribuidor,2021,0.0,nuevo,leasing,Forklift Solutions
VENT00433,2023-01-23,Toyota,TX30,gas,1500.0,4.3,31951.71,Salta,empresa,2023,0.0,nuevo,leasing,Logística Sur
VENT00434,2023-07-18,Crown,FC 5200,diésel,,2.7,,Chubut,distribuidor,2022,,usado,leasing,Forklift Solutions
VENT00435,2023-08-23,Crown,SC 6000,diésel,2500.0,3.3,17231.16,Buenos Aires,distribuidor,2023,4895.0,usado,contado,Logística Sur
VENT00436,2022-12-18,Toyota,8FGCU25,diésel,2500.0,4.0,27518.54,Santa Fe,empresa,2022,3624.0,usado,crédito,Potencia SRL
VENT00437,2024-05-03,Crown,RC 5500,eléctrico,1500.0,3.3,,Salta,distribuidor,2024,2411.0,reacondicionado,leasing,Autoelevadores Norte
VENT00438,2022-09-26,Linde,E16,eléctrico,4000.0,,25042.34,Córdoba,particular,2021,1447.0,reacondicionado,crédito,Forklift Solutions
VENT00439,2023-02-13,Crown,SC 6000,gas,2500.0,4.7,31404.52,Tucumán,particular,2021,617.0,reacondicionado,leasing,Grupo Industrial SA
VENT00440,2024-05-17,Crown,RC 5500,diésel,3000.0,5.3,25626.08,Córdoba,particular,2024,1301.0,reacondicionado,leasing,Forklift Solutions
VENT00441,2025-01-25,Yale,GLC050,eléctrico,2500.0,4.0,,Tucumán,empresa,2021,4741.0,reacondicionado,leasing,Autoelevadores Norte
VENT00442,2024-11-28,Crown,FC 5200,gas,4000.0,5.3,15724.64,Buenos Aires,empresa,2024,4253.0,reacondicionado,contado,Potencia SRL
VENT00443,2023-12-08,Crown,FC 5200,gas,2000.0,5.7,,Mendoza,distribuidor,2021,2430.0,reacondicionado,contado,Grupo Industrial SA
VENT00444,2024-08-10,Hyster,S120FT,diésel,2000.0,,26554.34,Buenos Aires,empresa,2024,184.0,usado,leasing,Grupo Industrial SA
VENT00445,2024-10-12,Linde,H25D,eléctrico,2500.0,5.2,32006.66,Salta,particular,2022,2783.0,usado,leasing,Grupo Industrial SA
VENT00446,2025-03-10,Yale,ERP030,diésel,,6.0,24079.14,Mendoza,particular,2021,2122.0,usado,crédito,Forklift Solutions
VENT00447,2025-08-04,Hyster,J40XN,eléctrico,1500.0,2.8,28659.32,Mendoza,distribuidor,2024,,usado,leasing,Autoelevadores Norte
VENT00448,2023-08-17,Linde,E30,eléctrico,3500.0,3.2,17283.1,Chubut,distribuidor,2021,2956.0,usado,leasing,Logística Sur
VENT00449,2024-07-02,Linde,E16,gas,3500.0,2.7,18738.97,Córdoba,distribuidor,2024,2641.0,reacondicionado,leasing,Grupo Industrial SA
VENT00450,2023-01-21,Toyota,TX30,gas,3500.0,,24116.89,Mendoza,distribuidor,2022,4670.0,reacondicionado,leasing,Logística Sur
VENT00451,2024-04-08,Hyster,H50XT,eléctrico,,4.1,16562.97,Neuquén,particular,2023,1567.0,usado,leasing,Potencia SRL
VENT00452,2023-08-21,Linde,H25D,gas,2000.0,5.0,31561.98,Neuquén,empresa,2022,0.0,nuevo,crédito,Potencia SRL
VENT00453,2023-10-24,Linde,E30,diésel,,2.5,28705.04,Chubut,empresa,2024,0.0,nuevo,crédito,Potencia SRL
VENT00454,2025-03-11,Linde,H25D,gas,1500.0,4.8,27232.77,Mendoza,distribuidor,2024,0.0,nuevo,leasing,Forklift Solutions
VENT00455,2023-05-30,Yale,ERP030,eléctrico,2500.0,,27711.23,Mendoza,particular,2022,4405.0,reacondicionado,leasing,Grupo Industrial SA
VENT00456,2024-07-14,Hyster,S120FT,eléctrico,3500.0,4.5,41168.35,Chubut,particular,2024,,nuevo,contado,Logística Sur
VENT00457,2023-07-09,Linde,H25D,diésel,1500.0,5.0,21249.09,Buenos Aires,empresa,2022,850.0,usado,crédito,Logística Sur
VENT00458,2024-03-23,Crown,FC 5200,eléctrico,2500.0,5.8,7388.47,Santa Fe,distribuidor,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00459,2023-03-11,Yale,GDP25UX,eléctrico,2000.0,4.7,26594.4,Buenos Aires,empresa,2024,1341.0,usado,contado,Potencia SRL
VENT00460,2022-12-22,Toyota,TX30,gas,2000.0,5.8,24595.17,Neuquén,distribuidor,2021,922.0,usado,contado,Autoelevadores Norte
VENT00461,2025-09-08,Linde,E30,gas,4000.0,5.9,20859.85,Mendoza,particular,2023,1393.0,usado,crédito,Grupo Industrial SA
VENT00462,2022-10-26,Toyota,8FGCU25,diésel,3000.0,4.3,17169.36,Santa Fe,empresa,2023,1087.0,usado,contado,Logística Sur
VENT00463,2024-12-08,Crown,FC 5200,gas,2500.0,5.8,21486.48,Salta,empresa,2021,0.0,nuevo,contado,Grupo Industrial SA
VENT00464,2024-08-15,Hyster,J40XN,eléctrico,4000.0,5.1,26450.71,Córdoba,distribuidor,2023,973.0,reacondicionado,contado,Autoelevadores Norte
VENT00465,2025-07-31,Linde,E30,gas,4000.0,4.9,20977.47,Córdoba,empresa,2021,0.0,nuevo,crédito,Autoelevadores Norte
VENT00466,2023-07-24,Toyota,TX30,diésel,2500.0,5.8,44299.63,Salta,distribuidor,2021,0.0,nuevo,crédito,Forklift Solutions
VENT00467,2023-03-17,Hyster,H50XT,diésel,2500.0,4.4,17315.96,Córdoba,empresa,2022,2011.0,usado,crédito,Potencia SRL
VENT00468,2024-10-25,Yale,GDP25UX,gas,2500.0,3.3,,Mendoza,distribuidor,2021,1710.0,reacondicionado,leasing,Autoelevadores Norte
VENT00469,2024-05-24,Linde,E30,gas,3500.0,4.7,,Buenos Aires,distribuidor,2021,0.0,nuevo,crédito,Autoelevadores Norte
VENT00470,2023-10-17,Hyster,H50XT,diésel,3000.0,5.8,27011.88,Tucumán,particular,2022,660.0,reacondicionado,contado,Forklift Solutions
VENT00471,2023-08-01,Hyster,H50XT,diésel,3000.0,4.8,8868.75,Córdoba,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00472,2025-06-05,Yale,ERP030,diésel,2500.0,5.8,20684.36,Tucumán,distribuidor,2024,3799.0,usado,leasing,Logística Sur
VENT00473,2022-11-18,Hyster,J40XN,gas,4000.0,3.7,22794.64,Córdoba,empresa,2022,2766.0,usado,contado,Autoelevadores Norte
VENT00474,2023-08-15,Linde,E30,eléctrico,1500.0,4.9,19322.18,Mendoza,empresa,2024,2044.0,usado,contado,Forklift Solutions
VENT00475,2025-05-09,Crown,FC 5200,diésel,2500.0,2.5,38910.98,Tucumán,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00476,2023-04-29,Hyster,J40XN,eléctrico,4000.0,4.8,32955.16,Santa Fe,particular,2024,4497.0,reacondicionado,contado,Autoelevadores Norte
VENT00477,2023-02-23,Toyota,TX30,diésel,3000.0,5.0,35553.1,Mendoza,particular,2021,3202.0,usado,crédito,Forklift Solutions
VENT00478,2023-07-18,Yale,GLC050,gas,2500.0,4.5,17940.65,Buenos Aires,particular,2021,1460.0,usado,crédito,Forklift Solutions
VENT00479,2024-08-26,Yale,GDP25UX,eléctrico,3500.0,5.2,34028.75,Chubut,distribuidor,2024,0.0,nuevo,leasing,Logística Sur
VENT00480,2024-04-23,Linde,E30,gas,3500.0,4.8,28968.01,Córdoba,empresa,2021,4029.0,reacondicionado,crédito,Forklift Solutions
VENT00481,2024-03-28,Toyota,TX30,gas,4000.0,3.6,31171.25,Chubut,empresa,2021,,reacondicionado,contado,Forklift Solutions
VENT00482,2025-01-09,Linde,E30,gas,4000.0,3.1,33235.51,Córdoba,particular,2023,0.0,nuevo,contado,Potencia SRL
VENT00483,2023-05-07,Linde,H25D,eléctrico,4000.0,5.8,,Neuquén,particular,2024,2264.0,reacondicionado,crédito,Autoelevadores Norte
VENT00484,2023-02-23,Yale,ERP030,diésel,4000.0,,21605.46,Mendoza,distribuidor,2023,0.0,nuevo,crédito,Grupo Industrial SA
VENT00485,2025-03-28,Yale,ERP030,eléctrico,3500.0,4.0,31900.77,Mendoza,particular,2024,0.0,nuevo,contado,Forklift Solutions
VENT00486,2024-10-10,Linde,E16,eléctrico,2500.0,5.8,,Mendoza,empresa,2022,3659.0,reacondicionado,crédito,Forklift Solutions
VENT00487,2023-05-02,Hyster,S120FT,gas,3000.0,2.5,37106.62,Santa Fe,distribuidor,2021,0.0,nuevo,crédito,Autoelevadores Norte
VENT00488,2025-02-05,Hyster,S120FT,gas,,4.7,29425.06,Salta,distribuidor,2022,0.0,nuevo,crédito,Logística Sur
VENT00489,2024-06-05,Linde,H25D,diésel,3000.0,,24634.37,Santa Fe,particular,2024,0.0,nuevo,crédito,Logística Sur
VENT00490,2025-06-01,Yale,GDP25UX,diésel,3000.0,3.7,26764.06,Buenos Aires,distribuidor,2024,0.0,nuevo,leasing,Logística Sur
VENT00491,2025-08-05,Toyota,TX30,gas,3500.0,3.5,16760.52,Tucumán,particular,2024,3828.0,usado,crédito,Logística Sur
VENT00492,2024-07-02,Yale,GLC050,eléctrico,,4.4,22200.45,Buenos Aires,distribuidor,2021,3953.0,reacondicionado,contado,Grupo Industrial SA
VENT00493,2024-12-01,Linde,E30,gas,2000.0,4.6,33802.27,Mendoza,particular,2021,1066.0,usado,crédito,Autoelevadores Norte
VENT00494,2024-10-22,Linde,E16,diésel,4000.0,,35384.18,Santa Fe,particular,2021,,reacondicionado,crédito,Autoelevadores Norte
VENT00495,2025-08-04,Crown,RC 5500,gas,4000.0,3.3,46569.79,Santa Fe,empresa,2022,2088.0,usado,crédito,Autoelevadores Norte
VENT00496,2024-01-27,Hyster,S120FT,gas,2500.0,3.0,24408.6,Neuquén,empresa,2022,1808.0,reacondicionado,contado,Logística Sur
VENT00497,2024-10-27,Linde,E30,eléctrico,4000.0,2.8,19731.58,Tucumán,empresa,2021,0.0,nuevo,contado,Logística Sur
VENT00498,2024-10-27,Linde,H25D,diésel,3000.0,3.5,20886.13,Salta,particular,2021,,reacondicionado,crédito,Grupo Industrial SA
VENT00499,2025-05-27,Crown,FC 5200,gas,3000.0,4.6,16855.66,Neuquén,particular,2023,4473.0,usado,leasing,Forklift Solutions
VENT00500,2025-07-20,Toyota,TX30,eléctrico,2500.0,2.7,,Mendoza,particular,2023,4680.0,reacondicionado,leasing,Grupo Industrial SA
VENT00501,2023-07-24,Crown,RC 5500,gas,4000.0,4.1,,Mendoza,particular,2024,0.0,nuevo,leasing,Logística Sur
VENT00502,2025-01-04,Crown,RC 5500,gas,2000.0,,24726.06,Córdoba,distribuidor,2024,1856.0,reacondicionado,crédito,Forklift Solutions
VENT00503,2025-04-18,Crown,RC 5500,diésel,3500.0,4.4,33770.77,Salta,empresa,2021,0.0,nuevo,crédito,Logística Sur
VENT00504,2023-08-19,Hyster,S120FT,diésel,1500.0,2.7,23126.27,Chubut,empresa,2024,2569.0,usado,contado,Potencia SRL
VENT00505,2022-09-29,Toyota,7FBEU18,eléctrico,3500.0,4.9,22220.39,Santa Fe,distribuidor,2021,0.0,nuevo,leasing,Autoelevadores Norte
VENT00506,2024-02-24,Linde,H25D,diésel,2000.0,5.7,,Neuquén,particular,2024,4838.0,usado,leasing,Potencia SRL
VENT00507,2024-01-21,Crown,SC 6000,diésel,1500.0,3.7,11938.92,Chubut,empresa,2023,941.0,reacondicionado,contado,Potencia SRL
VENT00508,2024-01-26,Hyster,J40XN,gas,2000.0,3.7,12457.86,Chubut,empresa,2024,4507.0,usado,crédito,Autoelevadores Norte
VENT00509,2022-11-08,Crown,SC 6000,eléctrico,3000.0,4.0,15566.74,Salta,distribuidor,2024,1407.0,reacondicionado,contado,Forklift Solutions
VENT00510,2024-12-07,Toyota,8FGCU25,eléctrico,2000.0,2.9,,Mendoza,particular,2021,3607.0,usado,leasing,Grupo Industrial SA
VENT00511,2023-05-02,Hyster,J40XN,eléctrico,1500.0,4.0,32162.08,Salta,particular,2022,588.0,usado,contado,Forklift Solutions
VENT00512,2023-10-18,Crown,FC 5200,eléctrico,3500.0,5.8,35999.71,Córdoba,particular,2021,0.0,nuevo,contado,Autoelevadores Norte
VENT00513,2025-04-07,Yale,GLC050,gas,2000.0,3.6,14342.31,Tucumán,particular,2022,0.0,nuevo,contado,Logística Sur
VENT00514,2023-05-14,Hyster,J40XN,gas,2000.0,3.3,9251.0,Neuquén,distribuidor,2024,0.0,nuevo,contado,Potencia SRL
VENT00515,2024-04-24,Toyota,8FGCU25,eléctrico,1500.0,4.0,19719.55,Santa Fe,empresa,2023,0.0,nuevo,contado,Grupo Industrial SA
VENT00516,2025-03-07,Crown,SC 6000,diésel,3000.0,4.8,26406.55,Mendoza,distribuidor,2021,4127.0,reacondicionado,crédito,Potencia SRL
VENT00517,2023-12-15,Toyota,7FBEU18,eléctrico,1500.0,4.6,28989.52,Chubut,distribuidor,2022,3766.0,usado,crédito,Forklift Solutions
VENT00518,2024-09-13,Toyota,TX30,diésel,4000.0,4.3,,Buenos Aires,distribuidor,2023,2095.0,usado,crédito,Grupo Industrial SA
VENT00519,2022-12-26,Crown,RC 5500,eléctrico,1500.0,2.8,27274.24,Salta,particular,2021,2338.0,usado,contado,Logística Sur
VENT00520,2023-01-23,Yale,ERP030,eléctrico,3500.0,2.8,38941.35,Santa Fe,particular,2021,,usado,contado,Autoelevadores Norte
VENT00521,2024-11-24,Yale,ERP030,eléctrico,2000.0,,23219.15,Mendoza,particular,2022,0.0,nuevo,contado,Grupo Industrial SA
VENT00522,2022-11-14,Hyster,S120FT,diésel,2500.0,5.0,,Córdoba,empresa,2022,4237.0,usado,contado,Forklift Solutions
VENT00523,2022-12-26,Yale,GDP25UX,diésel,,4.2,11550.25,Salta,distribuidor,2022,0.0,nuevo,leasing,Potencia SRL
VENT00524,2023-08-29,Crown,FC 5200,gas,4000.0,3.0,17888.23,Neuquén,distribuidor,2022,1772.0,reacondicionado,contado,Potencia SRL
